# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                  3                     4                      5                6                     7                8                     9
#           Crank     Cycle_Number Net_Mass_Flow_Rate Net_Mass_Flow_Rate_In Net_Mass_Flow_Rate_Out   Mass_Flow_Rate Parcel_Mass_flow_Rate   Mass_Flow_Rate Parcel_Mass_flow_Rate
#           (DEG)         (number)             (kg/s)                (kg/s)                 (kg/s)           (kg/s)                (kg/s)           (kg/s)                (kg/s)
#          (none)           (none)             (none)                (none)                 (none)       bound_id_6            bound_id_6       bound_id_7            bound_id_7
   -3.1285188e+02              845     -2.5931474e-02        -2.5058296e-02         -8.7317808e-04   -8.7317808e-04         0.0000000e+00   -2.5058296e-02         0.0000000e+00
   -3.1278535e+02              846     -2.5995432e-02        -2.5097419e-02         -8.9801363e-04   -8.9801363e-04         0.0000000e+00   -2.5097419e-02         0.0000000e+00
   -3.1261960e+02              848     -2.6107374e-02        -2.5178524e-02         -9.2884936e-04   -9.2884936e-04         0.0000000e+00   -2.5178524e-02         0.0000000e+00
   -3.1255307e+02              849     -2.6163631e-02        -2.5214226e-02         -9.4940511e-04   -9.4940511e-04         0.0000000e+00   -2.5214226e-02         0.0000000e+00
   -3.1247049e+02              850     -2.6210047e-02        -2.5250603e-02         -9.5944423e-04   -9.5944423e-04         0.0000000e+00   -2.5250603e-02         0.0000000e+00
   -3.1232184e+02              852     -2.6308350e-02        -2.5319219e-02         -9.8913027e-04   -9.8913027e-04         0.0000000e+00   -2.5319219e-02         0.0000000e+00
   -3.1223932e+02              853     -2.6361728e-02        -2.5356270e-02         -1.0054574e-03   -1.0054574e-03         0.0000000e+00   -2.5356270e-02         0.0000000e+00
   -3.1217330e+02              854     -2.6411870e-02        -2.5387996e-02         -1.0238745e-03   -1.0238745e-03         0.0000000e+00   -2.5387996e-02         0.0000000e+00
   -3.1205446e+02              856     -2.6470519e-02        -2.5438670e-02         -1.0318492e-03   -1.0318492e-03         0.0000000e+00   -2.5438670e-02         0.0000000e+00
   -3.1197194e+02              857     -2.6502203e-02        -2.5470837e-02         -1.0313659e-03   -1.0313659e-03         0.0000000e+00   -2.5470837e-02         0.0000000e+00
   -3.1188880e+02              858     -2.6545206e-02        -2.5504970e-02         -1.0402358e-03   -1.0402358e-03         0.0000000e+00   -2.5504970e-02         0.0000000e+00
   -3.1179104e+02              859     -2.6586817e-02        -2.5540878e-02         -1.0459388e-03   -1.0459388e-03         0.0000000e+00   -2.5540878e-02         0.0000000e+00
   -3.1167968e+02              860     -2.6633121e-02        -2.5581735e-02         -1.0513858e-03   -1.0513858e-03         0.0000000e+00   -2.5581735e-02         0.0000000e+00
   -3.1159059e+02              861     -2.6687677e-02        -2.5618123e-02         -1.0695544e-03   -1.0695544e-03         0.0000000e+00   -2.5618123e-02         0.0000000e+00
   -3.1149282e+02              862     -2.6712706e-02        -2.5651849e-02         -1.0608574e-03   -1.0608574e-03         0.0000000e+00   -2.5651849e-02         0.0000000e+00
   -3.1138147e+02              863     -2.6734942e-02        -2.5686013e-02         -1.0489286e-03   -1.0489286e-03         0.0000000e+00   -2.5686013e-02         0.0000000e+00
   -3.1129841e+02              864     -2.6776767e-02        -2.5714428e-02         -1.0623395e-03   -1.0623395e-03         0.0000000e+00   -2.5714428e-02         0.0000000e+00
   -3.1119458e+02              865     -2.6779294e-02        -2.5739164e-02         -1.0401305e-03   -1.0401305e-03         0.0000000e+00   -2.5739164e-02         0.0000000e+00
   -3.1100771e+02              867     -2.6803965e-02        -2.5785355e-02         -1.0186093e-03   -1.0186093e-03         0.0000000e+00   -2.5785355e-02         0.0000000e+00
   -3.1092467e+02              868     -2.6827252e-02        -2.5806955e-02         -1.0202971e-03   -1.0202971e-03         0.0000000e+00   -2.5806955e-02         0.0000000e+00
   -3.1084161e+02              869     -2.6832236e-02        -2.5824061e-02         -1.0081748e-03   -1.0081748e-03         0.0000000e+00   -2.5824061e-02         0.0000000e+00
   -3.1077517e+02              870     -2.6844410e-02        -2.5838583e-02         -1.0058269e-03   -1.0058269e-03         0.0000000e+00   -2.5838583e-02         0.0000000e+00
   -3.1069212e+02              871     -2.6833841e-02        -2.5852429e-02         -9.8141267e-04   -9.8141267e-04         0.0000000e+00   -2.5852429e-02         0.0000000e+00
   -3.1052664e+02              873     -2.6842544e-02        -2.5885888e-02         -9.5665624e-04   -9.5665624e-04         0.0000000e+00   -2.5885888e-02         0.0000000e+00
   -3.1044359e+02              874     -2.6849345e-02        -2.5903790e-02         -9.4555468e-04   -9.4555468e-04         0.0000000e+00   -2.5903790e-02         0.0000000e+00
   -3.1037716e+02              875     -2.6865131e-02        -2.5920116e-02         -9.4501548e-04   -9.4501548e-04         0.0000000e+00   -2.5920116e-02         0.0000000e+00
   -3.1025757e+02              877     -2.6862726e-02        -2.5945079e-02         -9.1764698e-04   -9.1764698e-04         0.0000000e+00   -2.5945079e-02         0.0000000e+00
   -3.1013798e+02              879     -2.6863933e-02        -2.5973036e-02         -8.9089719e-04   -8.9089719e-04         0.0000000e+00   -2.5973036e-02         0.0000000e+00
   -3.1008483e+02              880     -2.6874254e-02        -2.5987290e-02         -8.8696387e-04   -8.8696387e-04         0.0000000e+00   -2.5987290e-02         0.0000000e+00
   -3.0996524e+02              882     -2.6882553e-02        -2.6013256e-02         -8.6929638e-04   -8.6929638e-04         0.0000000e+00   -2.6013256e-02         0.0000000e+00
   -3.0989880e+02              883     -2.6878954e-02        -2.6024714e-02         -8.5423947e-04   -8.5423947e-04         0.0000000e+00   -2.6024714e-02         0.0000000e+00
   -3.0973278e+02              885     -2.6899799e-02        -2.6069371e-02         -8.3042798e-04   -8.3042798e-04         0.0000000e+00   -2.6069371e-02         0.0000000e+00
   -3.0962901e+02              886     -2.6921915e-02        -2.6110635e-02         -8.1128005e-04   -8.1128005e-04         0.0000000e+00   -2.6110635e-02         0.0000000e+00
   -3.0951772e+02              887     -2.6960905e-02        -2.6160677e-02         -8.0022799e-04   -8.0022799e-04         0.0000000e+00   -2.6160677e-02         0.0000000e+00
   -3.0943472e+02              888     -2.7014689e-02        -2.6201617e-02         -8.1307182e-04   -8.1307182e-04         0.0000000e+00   -2.6201617e-02         0.0000000e+00
   -3.0935171e+02              889     -2.7037654e-02        -2.6241160e-02         -7.9649416e-04   -7.9649416e-04         0.0000000e+00   -2.6241160e-02         0.0000000e+00
   -3.0926929e+02              890     -2.7060050e-02        -2.6281163e-02         -7.7888775e-04   -7.7888775e-04         0.0000000e+00   -2.6281163e-02         0.0000000e+00
   -3.0918626e+02              891     -2.7082831e-02        -2.6319506e-02         -7.6332559e-04   -7.6332559e-04         0.0000000e+00   -2.6319506e-02         0.0000000e+00
   -3.0903679e+02              893     -2.7146752e-02        -2.6392417e-02         -7.5433431e-04   -7.5433431e-04         0.0000000e+00   -2.6392417e-02         0.0000000e+00
   -3.0898364e+02              894     -2.7167566e-02        -2.6413803e-02         -7.5376291e-04   -7.5376291e-04         0.0000000e+00   -2.6413803e-02         0.0000000e+00
   -3.0886407e+02              896     -2.7197310e-02        -2.6462157e-02         -7.3515233e-04   -7.3515233e-04         0.0000000e+00   -2.6462157e-02         0.0000000e+00
   -3.0879764e+02              897     -2.7205985e-02        -2.6481995e-02         -7.2399053e-04   -7.2399053e-04         0.0000000e+00   -2.6481995e-02         0.0000000e+00
   -3.0864932e+02              899     -2.7261112e-02        -2.6535865e-02         -7.2524735e-04   -7.2524735e-04         0.0000000e+00   -2.6535865e-02         0.0000000e+00
   -3.0856693e+02              900     -2.7304229e-02        -2.6585071e-02         -7.1915757e-04   -7.1915757e-04         0.0000000e+00   -2.6585071e-02         0.0000000e+00
   -3.0847554e+02              901     -2.7337079e-02        -2.6619535e-02         -7.1754394e-04   -7.1754394e-04         0.0000000e+00   -2.6619535e-02         0.0000000e+00
   -3.0839315e+02              902     -2.7374474e-02        -2.6649229e-02         -7.2524535e-04   -7.2524535e-04         0.0000000e+00   -2.6649229e-02         0.0000000e+00
   -3.0824377e+02              904     -2.7424734e-02        -2.6692839e-02         -7.3189517e-04   -7.3189517e-04         0.0000000e+00   -2.6692839e-02         0.0000000e+00
   -3.0816078e+02              905     -2.7438486e-02        -2.6719320e-02         -7.1916638e-04   -7.1916638e-04         0.0000000e+00   -2.6719320e-02         0.0000000e+00
   -3.0807781e+02              906     -2.7464043e-02        -2.6744845e-02         -7.1919806e-04   -7.1919806e-04         0.0000000e+00   -2.6744845e-02         0.0000000e+00
   -3.0799483e+02              907     -2.7487350e-02        -2.6764365e-02         -7.2298417e-04   -7.2298417e-04         0.0000000e+00   -2.6764365e-02         0.0000000e+00
   -3.0784546e+02              909     -2.7530563e-02        -2.6802158e-02         -7.2840454e-04   -7.2840454e-04         0.0000000e+00   -2.6802158e-02         0.0000000e+00
   -3.0777908e+02              910     -2.7560196e-02        -2.6822166e-02         -7.3802948e-04   -7.3802948e-04         0.0000000e+00   -2.6822166e-02         0.0000000e+00
   -3.0768349e+02              912     -2.7595399e-02        -2.6848249e-02         -7.4714989e-04   -7.4714989e-04         0.0000000e+00   -2.6848249e-02         0.0000000e+00
   -3.0756400e+02              914     -2.7608763e-02        -2.6871595e-02         -7.3716796e-04   -7.3716796e-04         0.0000000e+00   -2.6871595e-02         0.0000000e+00
   -3.0748163e+02              915     -2.7628526e-02        -2.6887865e-02         -7.4066128e-04   -7.4066128e-04         0.0000000e+00   -2.6887865e-02         0.0000000e+00
   -3.0737866e+02              916     -2.7657342e-02        -2.6908109e-02         -7.4923322e-04   -7.4923322e-04         0.0000000e+00   -2.6908109e-02         0.0000000e+00
   -3.0729572e+02              917     -2.7701240e-02        -2.6928191e-02         -7.7304900e-04   -7.7304900e-04         0.0000000e+00   -2.6928191e-02         0.0000000e+00
   -3.0714642e+02              919     -2.7731900e-02        -2.6948263e-02         -7.8363630e-04   -7.8363630e-04         0.0000000e+00   -2.6948263e-02         0.0000000e+00
   -3.0708006e+02              920     -2.7752583e-02        -2.6959337e-02         -7.9324586e-04   -7.9324586e-04         0.0000000e+00   -2.6959337e-02         0.0000000e+00
   -3.0699712e+02              921     -2.7754063e-02        -2.6964577e-02         -7.8948556e-04   -7.8948556e-04         0.0000000e+00   -2.6964577e-02         0.0000000e+00
   -3.0689344e+02              922     -2.7763055e-02        -2.6972206e-02         -7.9084899e-04   -7.9084899e-04         0.0000000e+00   -2.6972206e-02         0.0000000e+00
   -3.0674416e+02              924     -2.7809655e-02        -2.6987329e-02         -8.2232627e-04   -8.2232627e-04         0.0000000e+00   -2.6987329e-02         0.0000000e+00
   -3.0666183e+02              925     -2.7804944e-02        -2.6987799e-02         -8.1714498e-04   -8.1714498e-04         0.0000000e+00   -2.6987799e-02         0.0000000e+00
   -3.0657890e+02              926     -2.7812545e-02        -2.6992442e-02         -8.2010297e-04   -8.2010297e-04         0.0000000e+00   -2.6992442e-02         0.0000000e+00
   -3.0642961e+02              928     -2.7824339e-02        -2.6997201e-02         -8.2713807e-04   -8.2713807e-04         0.0000000e+00   -2.6997201e-02         0.0000000e+00
   -3.0636327e+02              929     -2.7838921e-02        -2.7003479e-02         -8.3544195e-04   -8.3544195e-04         0.0000000e+00   -2.7003479e-02         0.0000000e+00
   -3.0624384e+02              931     -2.7839306e-02        -2.7004532e-02         -8.3477392e-04   -8.3477392e-04         0.0000000e+00   -2.7004532e-02         0.0000000e+00
   -3.0619076e+02              932     -2.7847083e-02        -2.7009187e-02         -8.3789654e-04   -8.3789654e-04         0.0000000e+00   -2.7009187e-02         0.0000000e+00
   -3.0604148e+02              934     -2.7842235e-02        -2.7009283e-02         -8.3295281e-04   -8.3295281e-04         0.0000000e+00   -2.7009283e-02         0.0000000e+00
   -3.0593781e+02              935     -2.7845466e-02        -2.7012505e-02         -8.3296116e-04   -8.3296116e-04         0.0000000e+00   -2.7012505e-02         0.0000000e+00
   -3.0585491e+02              936     -2.7868475e-02        -2.7021827e-02         -8.4664771e-04   -8.4664771e-04         0.0000000e+00   -2.7021827e-02         0.0000000e+00
   -3.0578859e+02              937     -2.7880994e-02        -2.7027128e-02         -8.5386554e-04   -8.5386554e-04         0.0000000e+00   -2.7027128e-02         0.0000000e+00
   -3.0562338e+02              939     -2.7868642e-02        -2.7032497e-02         -8.3614459e-04   -8.3614459e-04         0.0000000e+00   -2.7032497e-02         0.0000000e+00
   -3.0554106e+02              940     -2.7870943e-02        -2.7038483e-02         -8.3246073e-04   -8.3246073e-04         0.0000000e+00   -2.7038483e-02         0.0000000e+00
   -3.0547521e+02              941     -2.7881801e-02        -2.7046433e-02         -8.3536779e-04   -8.3536779e-04         0.0000000e+00   -2.7046433e-02         0.0000000e+00
   -3.0535667e+02              943     -2.7875134e-02        -2.7052503e-02         -8.2263041e-04   -8.2263041e-04         0.0000000e+00   -2.7052503e-02         0.0000000e+00
   -3.0527435e+02              944     -2.7869438e-02        -2.7058940e-02         -8.1049760e-04   -8.1049760e-04         0.0000000e+00   -2.7058940e-02         0.0000000e+00
   -3.0517145e+02              945     -2.7870492e-02        -2.7070622e-02         -7.9987009e-04   -7.9987009e-04         0.0000000e+00   -2.7070622e-02         0.0000000e+00
   -3.0508917e+02              946     -2.7892613e-02        -2.7087429e-02         -8.0518362e-04   -8.0518362e-04         0.0000000e+00   -2.7087429e-02         0.0000000e+00
   -3.0490401e+02              948     -2.7892089e-02        -2.7109616e-02         -7.8247316e-04   -7.8247316e-04         0.0000000e+00   -2.7109616e-02         0.0000000e+00
   -3.0480660e+02              949     -2.7903278e-02        -2.7128465e-02         -7.7481314e-04   -7.7481314e-04         0.0000000e+00   -2.7128465e-02         0.0000000e+00
   -3.0472867e+02              950     -2.7919145e-02        -2.7146096e-02         -7.7304902e-04   -7.7304902e-04         0.0000000e+00   -2.7146096e-02         0.0000000e+00
   -3.0464580e+02              951     -2.7914608e-02        -2.7157774e-02         -7.5683364e-04   -7.5683364e-04         0.0000000e+00   -2.7157774e-02         0.0000000e+00
   -3.0457951e+02              952     -2.7922621e-02        -2.7172303e-02         -7.5031783e-04   -7.5031783e-04         0.0000000e+00   -2.7172303e-02         0.0000000e+00
   -3.0449664e+02              953     -2.7910695e-02        -2.7181150e-02         -7.2954571e-04   -7.2954571e-04         0.0000000e+00   -2.7181150e-02         0.0000000e+00
   -3.0433091e+02              955     -2.7918035e-02        -2.7212180e-02         -7.0585424e-04   -7.0585424e-04         0.0000000e+00   -2.7212180e-02         0.0000000e+00
   -3.0426461e+02              956     -2.7930649e-02        -2.7227930e-02         -7.0271937e-04   -7.0271937e-04         0.0000000e+00   -2.7227930e-02         0.0000000e+00
   -3.0418175e+02              957     -2.7923802e-02        -2.7239069e-02         -6.8473336e-04   -6.8473336e-04         0.0000000e+00   -2.7239069e-02         0.0000000e+00
   -3.0407818e+02              958     -2.7922348e-02        -2.7258145e-02         -6.6420314e-04   -6.6420314e-04         0.0000000e+00   -2.7258145e-02         0.0000000e+00
   -3.0399532e+02              959     -2.7942839e-02        -2.7281207e-02         -6.6163249e-04   -6.6163249e-04         0.0000000e+00   -2.7281207e-02         0.0000000e+00
   -3.0387601e+02              961     -2.7957515e-02        -2.7306463e-02         -6.5105218e-04   -6.5105218e-04         0.0000000e+00   -2.7306463e-02         0.0000000e+00
   -3.0372687e+02              963     -2.7932626e-02        -2.7322849e-02         -6.0977682e-04   -6.0977682e-04         0.0000000e+00   -2.7322849e-02         0.0000000e+00
   -3.0364402e+02              964     -2.7936173e-02        -2.7337915e-02         -5.9825780e-04   -5.9825780e-04         0.0000000e+00   -2.7337915e-02         0.0000000e+00
   -3.0356115e+02              965     -2.7940568e-02        -2.7350955e-02         -5.8961294e-04   -5.8961294e-04         0.0000000e+00   -2.7350955e-02         0.0000000e+00
   -3.0347827e+02              966     -2.7943418e-02        -2.7362291e-02         -5.8112665e-04   -5.8112665e-04         0.0000000e+00   -2.7362291e-02         0.0000000e+00
   -3.0335892e+02              968     -2.7955603e-02        -2.7380196e-02         -5.7540638e-04   -5.7540638e-04         0.0000000e+00   -2.7380196e-02         0.0000000e+00
   -3.0329261e+02              969     -2.7939063e-02        -2.7380884e-02         -5.5817851e-04   -5.5817851e-04         0.0000000e+00   -2.7380884e-02         0.0000000e+00
   -3.0311848e+02              971     -2.7922935e-02        -2.7393125e-02         -5.2981064e-04   -5.2981064e-04         0.0000000e+00   -2.7393125e-02         0.0000000e+00
   -3.0304547e+02              972     -2.7934279e-02        -2.7402830e-02         -5.3144997e-04   -5.3144997e-04         0.0000000e+00   -2.7402830e-02         0.0000000e+00
   -3.0296319e+02              973     -2.7925615e-02        -2.7403795e-02         -5.2182036e-04   -5.2182036e-04         0.0000000e+00   -2.7403795e-02         0.0000000e+00
   -3.0288031e+02              974     -2.7921516e-02        -2.7406514e-02         -5.1500240e-04   -5.1500240e-04         0.0000000e+00   -2.7406514e-02         0.0000000e+00
   -3.0276097e+02              976     -2.7924738e-02        -2.7410895e-02         -5.1384287e-04   -5.1384287e-04         0.0000000e+00   -2.7410895e-02         0.0000000e+00
   -3.0269466e+02              977     -2.7905205e-02        -2.7404733e-02         -5.0047134e-04   -5.0047134e-04         0.0000000e+00   -2.7404733e-02         0.0000000e+00
   -3.0252052e+02              979     -2.7886078e-02        -2.7401792e-02         -4.8428673e-04   -4.8428673e-04         0.0000000e+00   -2.7401792e-02         0.0000000e+00
   -3.0242281e+02              980     -2.7884465e-02        -2.7400500e-02         -4.8396528e-04   -4.8396528e-04         0.0000000e+00   -2.7400500e-02         0.0000000e+00
   -3.0233993e+02              981     -2.7892796e-02        -2.7401104e-02         -4.9169166e-04   -4.9169166e-04         0.0000000e+00   -2.7401104e-02         0.0000000e+00
   -3.0227362e+02              982     -2.7896874e-02        -2.7399536e-02         -4.9733744e-04   -4.9733744e-04         0.0000000e+00   -2.7399536e-02         0.0000000e+00
   -3.0219131e+02              983     -2.7875964e-02        -2.7388841e-02         -4.8712292e-04   -4.8712292e-04         0.0000000e+00   -2.7388841e-02         0.0000000e+00
   -3.0204315e+02              985     -2.7860568e-02        -2.7377595e-02         -4.8297318e-04   -4.8297318e-04         0.0000000e+00   -2.7377595e-02         0.0000000e+00
   -3.0196081e+02              986     -2.7858060e-02        -2.7373280e-02         -4.8478000e-04   -4.8478000e-04         0.0000000e+00   -2.7373280e-02         0.0000000e+00
   -3.0187845e+02              987     -2.7856022e-02        -2.7366703e-02         -4.8931905e-04   -4.8931905e-04         0.0000000e+00   -2.7366703e-02         0.0000000e+00
   -3.0173022e+02              989     -2.7849036e-02        -2.7351564e-02         -4.9747213e-04   -4.9747213e-04         0.0000000e+00   -2.7351564e-02         0.0000000e+00
   -3.0166433e+02              990     -2.7856526e-02        -2.7350128e-02         -5.0639759e-04   -5.0639759e-04         0.0000000e+00   -2.7350128e-02         0.0000000e+00
   -3.0154574e+02              992     -2.7847230e-02        -2.7336961e-02         -5.1026983e-04   -5.1026983e-04         0.0000000e+00   -2.7336961e-02         0.0000000e+00
   -3.0146339e+02              993     -2.7840558e-02        -2.7329140e-02         -5.1141787e-04   -5.1141787e-04         0.0000000e+00   -2.7329140e-02         0.0000000e+00
   -3.0138046e+02              994     -2.7846062e-02        -2.7325091e-02         -5.2097043e-04   -5.2097043e-04         0.0000000e+00   -2.7325091e-02         0.0000000e+00
   -3.0129811e+02              995     -2.7852114e-02        -2.7318950e-02         -5.3316442e-04   -5.3316442e-04         0.0000000e+00   -2.7318950e-02         0.0000000e+00
   -3.0114989e+02              997     -2.7857896e-02        -2.7306173e-02         -5.5172333e-04   -5.5172333e-04         0.0000000e+00   -2.7306173e-02         0.0000000e+00
   -3.0106692e+02              998     -2.7863563e-02        -2.7302164e-02         -5.6139923e-04   -5.6139923e-04         0.0000000e+00   -2.7302164e-02         0.0000000e+00
   -3.0098394e+02              999     -2.7870459e-02        -2.7297916e-02         -5.7254371e-04   -5.7254371e-04         0.0000000e+00   -2.7297916e-02         0.0000000e+00
   -3.0083464e+02             1001     -2.7879305e-02        -2.7286714e-02         -5.9259125e-04   -5.9259125e-04         0.0000000e+00   -2.7286714e-02         0.0000000e+00
   -3.0075172e+02             1002     -2.7888909e-02        -2.7283879e-02         -6.0502985e-04   -6.0502985e-04         0.0000000e+00   -2.7283879e-02         0.0000000e+00
   -3.0066878e+02             1003     -2.7899647e-02        -2.7280809e-02         -6.1883728e-04   -6.1883728e-04         0.0000000e+00   -2.7280809e-02         0.0000000e+00
   -3.0058584e+02             1004     -2.7911490e-02        -2.7278672e-02         -6.3281848e-04   -6.3281848e-04         0.0000000e+00   -2.7278672e-02         0.0000000e+00
   -3.0043657e+02             1006     -2.7929373e-02        -2.7274279e-02         -6.5509367e-04   -6.5509367e-04         0.0000000e+00   -2.7274279e-02         0.0000000e+00
   -3.0037024e+02             1007     -2.7946953e-02        -2.7275719e-02         -6.7123384e-04   -6.7123384e-04         0.0000000e+00   -2.7275719e-02         0.0000000e+00
   -3.0028792e+02             1008     -2.7950543e-02        -2.7272041e-02         -6.7850157e-04   -6.7850157e-04         0.0000000e+00   -2.7272041e-02         0.0000000e+00
   -3.0010783e+02             1010     -2.7981191e-02        -2.7274682e-02         -7.0650821e-04   -7.0650821e-04         0.0000000e+00   -2.7274682e-02         0.0000000e+00
   -3.0002963e+02             1011     -2.8008840e-02        -2.7278702e-02         -7.3013869e-04   -7.3013869e-04         0.0000000e+00   -2.7278702e-02         0.0000000e+00
   -2.9994731e+02             1012     -2.8020281e-02        -2.7278625e-02         -7.4165591e-04   -7.4165591e-04         0.0000000e+00   -2.7278625e-02         0.0000000e+00
   -2.9986438e+02             1013     -2.8034148e-02        -2.7279574e-02         -7.5457396e-04   -7.5457396e-04         0.0000000e+00   -2.7279574e-02         0.0000000e+00
   -2.9979804e+02             1014     -2.8052855e-02        -2.7280791e-02         -7.7206412e-04   -7.7206412e-04         0.0000000e+00   -2.7280791e-02         0.0000000e+00
   -2.9964877e+02             1016     -2.8076335e-02        -2.7283450e-02         -7.9288466e-04   -7.9288466e-04         0.0000000e+00   -2.7283450e-02         0.0000000e+00
   -2.9956585e+02             1017     -2.8082471e-02        -2.7284080e-02         -7.9839084e-04   -7.9839084e-04         0.0000000e+00   -2.7284080e-02         0.0000000e+00
   -2.9948293e+02             1018     -2.8100256e-02        -2.7288192e-02         -8.1206445e-04   -8.1206445e-04         0.0000000e+00   -2.7288192e-02         0.0000000e+00
   -2.9933429e+02             1020     -2.8124401e-02        -2.7286816e-02         -8.3758503e-04   -8.3758503e-04         0.0000000e+00   -2.7286816e-02         0.0000000e+00
   -2.9925196e+02             1021     -2.8138473e-02        -2.7286793e-02         -8.5167936e-04   -8.5167936e-04         0.0000000e+00   -2.7286793e-02         0.0000000e+00
   -2.9916902e+02             1022     -2.8150998e-02        -2.7285576e-02         -8.6542214e-04   -8.6542214e-04         0.0000000e+00   -2.7285576e-02         0.0000000e+00
   -2.9908608e+02             1023     -2.8162130e-02        -2.7283946e-02         -8.7818455e-04   -8.7818455e-04         0.0000000e+00   -2.7283946e-02         0.0000000e+00
   -2.9898863e+02             1024     -2.8167819e-02        -2.7282045e-02         -8.8577360e-04   -8.8577360e-04         0.0000000e+00   -2.7282045e-02         0.0000000e+00
   -2.9882834e+02             1026     -2.8187809e-02        -2.7272881e-02         -9.1492844e-04   -9.1492844e-04         0.0000000e+00   -2.7272881e-02         0.0000000e+00
   -2.9874601e+02             1027     -2.8190895e-02        -2.7267386e-02         -9.2350923e-04   -9.2350923e-04         0.0000000e+00   -2.7267386e-02         0.0000000e+00
   -2.9868014e+02             1028     -2.8199739e-02        -2.7261975e-02         -9.3776368e-04   -9.3776368e-04         0.0000000e+00   -2.7261975e-02         0.0000000e+00
   -2.9859781e+02             1029     -2.8190498e-02        -2.7255322e-02         -9.3517598e-04   -9.3517598e-04         0.0000000e+00   -2.7255322e-02         0.0000000e+00
   -2.9844849e+02             1031     -2.8202382e-02        -2.7245163e-02         -9.5721850e-04   -9.5721850e-04         0.0000000e+00   -2.7245163e-02         0.0000000e+00
   -2.9836618e+02             1032     -2.8193450e-02        -2.7236522e-02         -9.5692865e-04   -9.5692865e-04         0.0000000e+00   -2.7236522e-02         0.0000000e+00
   -2.9824766e+02             1034     -2.8203672e-02        -2.7223012e-02         -9.8065955e-04   -9.8065955e-04         0.0000000e+00   -2.7223012e-02         0.0000000e+00
   -2.9818182e+02             1035     -2.8191328e-02        -2.7216166e-02         -9.7516184e-04   -9.7516184e-04         0.0000000e+00   -2.7216166e-02         0.0000000e+00
   -2.9809952e+02             1036     -2.8183386e-02        -2.7211088e-02         -9.7229798e-04   -9.7229798e-04         0.0000000e+00   -2.7211088e-02         0.0000000e+00
   -2.9793372e+02             1038     -2.8189166e-02        -2.7200738e-02         -9.8842864e-04   -9.8842864e-04         0.0000000e+00   -2.7200738e-02         0.0000000e+00
   -2.9785140e+02             1039     -2.8189924e-02        -2.7194102e-02         -9.9582199e-04   -9.9582199e-04         0.0000000e+00   -2.7194102e-02         0.0000000e+00
   -2.9774850e+02             1040     -2.8180166e-02        -2.7188308e-02         -9.9185798e-04   -9.9185798e-04         0.0000000e+00   -2.7188308e-02         0.0000000e+00
   -2.9766561e+02             1041     -2.8190848e-02        -2.7182016e-02         -1.0088321e-03   -1.0088321e-03         0.0000000e+00   -2.7182016e-02         0.0000000e+00
   -2.9759931e+02             1042     -2.8192573e-02        -2.7174833e-02         -1.0177400e-03   -1.0177400e-03         0.0000000e+00   -2.7174833e-02         0.0000000e+00
   -2.9743467e+02             1044     -2.8168842e-02        -2.7170939e-02         -9.9790256e-04   -9.9790256e-04         0.0000000e+00   -2.7170939e-02         0.0000000e+00
   -2.9735234e+02             1045     -2.8166199e-02        -2.7169095e-02         -9.9710378e-04   -9.9710378e-04         0.0000000e+00   -2.7169095e-02         0.0000000e+00
   -2.9726941e+02             1046     -2.8164237e-02        -2.7166838e-02         -9.9739827e-04   -9.9739827e-04         0.0000000e+00   -2.7166838e-02         0.0000000e+00
   -2.9712013e+02             1048     -2.8155249e-02        -2.7160975e-02         -9.9427322e-04   -9.9427322e-04         0.0000000e+00   -2.7160975e-02         0.0000000e+00
   -2.9703778e+02             1049     -2.8151464e-02        -2.7159146e-02         -9.9231799e-04   -9.9231799e-04         0.0000000e+00   -2.7159146e-02         0.0000000e+00
   -2.9693971e+02             1050     -2.8140064e-02        -2.7155917e-02         -9.8414697e-04   -9.8414697e-04         0.0000000e+00   -2.7155917e-02         0.0000000e+00
   -2.9686126e+02             1051     -2.8147302e-02        -2.7151162e-02         -9.9614004e-04   -9.9614004e-04         0.0000000e+00   -2.7151162e-02         0.0000000e+00
   -2.9679849e+02             1052     -2.8146764e-02        -2.7144699e-02         -1.0020653e-03   -1.0020653e-03         0.0000000e+00   -2.7144699e-02         0.0000000e+00
   -2.9665728e+02             1054     -2.8121707e-02        -2.7136568e-02         -9.8513900e-04   -9.8513900e-04         0.0000000e+00   -2.7136568e-02         0.0000000e+00
   -2.9657882e+02             1055     -2.8101691e-02        -2.7131412e-02         -9.7027874e-04   -9.7027874e-04         0.0000000e+00   -2.7131412e-02         0.0000000e+00
   -2.9648130e+02             1056     -2.8084649e-02        -2.7126003e-02         -9.5864690e-04   -9.5864690e-04         0.0000000e+00   -2.7126003e-02         0.0000000e+00
   -2.9637006e+02             1057     -2.8073374e-02        -2.7117929e-02         -9.5544473e-04   -9.5544473e-04         0.0000000e+00   -2.7117929e-02         0.0000000e+00
   -2.9628779e+02             1058     -2.8087160e-02        -2.7108242e-02         -9.7891777e-04   -9.7891777e-04         0.0000000e+00   -2.7108242e-02         0.0000000e+00
   -2.9619024e+02             1059     -2.8062744e-02        -2.7098561e-02         -9.6418258e-04   -9.6418258e-04         0.0000000e+00   -2.7098561e-02         0.0000000e+00
